Ss,Si,Snh,Spo4,Shco,Xi,Xs,Xh,Xtss,Fr,So_e,Ss_e,Si_e,Snh_e,Sno_e,Sn_e,Spo4_e,Shco_e,Xi_e,Xs_e,Xh_e,Xsto_e,Xpaoi_e,Xpp_e,Xpha_e,Xa_e,Xtss_e,Fr_e
81.689829,30,41.18443509,9.266497896,7,38.351,196.112,26.051,199.29315,16295,2.000349246,0.233975408,30,3.231095357,10.4546434,30.06660583,3.054744955,3.769394665,1559.069217,42.59741644,1198.554577,12.23652355,831.673653,128.0826809,51.67388654,133.4690703,3600.666508,69158.45447
81.205098,30,41.23894258,9.278762081,7,33.82,190.698,24.946,190.8399,14743,2.000738759,0.233679466,30,3.178652194,10.51905973,30.08904185,3.006749519,3.759691267,1558.553827,42.53250017,1198.211566,12.20834118,831.4394288,128.0918656,51.52194477,133.4357428,3599.603317,67562.98875
69.864561,30,37.81056681,8.507377533,7,30.127,183.215,23.705,181.341,13613,2.001212435,0.232501776,30,3.096720074,10.61461669,30.13024129,2.934194501,3.744785592,1558.848807,42.32851208,1198.493472,12.15128754,831.6793146,128.1964599,51.32973984,133.479868,3600.369142,65749.00761
70.783518,30,35.54429078,7.997465426,7,27.179,174.894,22.453,171.76245,12807,2.001826968,0.230453518,30,2.986904135,10.7350052,30.19091535,2.835610693,3.725513714,1559.966777,41.98712506,1199.406934,12.06359523,832.3993569,128.3983349,51.09340814,133.6015818,3602.988911,64186.61853
65.087997,30,32.26170237,7.258883034,7,24.696,166.418,21.235,162.447,12173,2.002612593,0.227582715,30,2.851374311,10.87063757,30.27217775,2.710513952,3.703124899,1561.871328,41.51513442,1200.920197,11.94474471,833.5771869,128.6938818,50.80910679,133.7962437,3607.373247,62807.17891
60.260941,30,29.49969661,6.637431738,7,22.34,157.98,20.036,153.2724,11533,2.003621523,0.223937268,30,2.689442142,11.01430025,30.37462346,2.557277299,3.678587101,1564.526036,40.91895268,1202.998835,11.79413591,835.1898071,129.0803289,50.46910645,134.0593316,3613.429943,61446.53333
57.665647,30,28.02133887,6.304801246,7,22.416,150.774,19.243,147.2112,12198,2.004781783,0.219649331,30,2.508943457,11.15164859,30.49781311,2.380940351,3.653857474,1567.93413,40.22107807,1205.643052,11.61702008,837.2328621,129.5519834,50.08367972,134.3887747,3621.163619,61082.1912
55.353103,30,26.60855863,5.986925692,7,20.641,144.789,18.381,140.6154,11640,2.006211611,0.214880236,30,2.320620709,11.26651696,30.64057549,2.189756243,3.631153768,1572.149798,39.45102714,1208.895539,11.42162431,839.7288045,130.1044967,49.67335988,134.7868464,3630.700943,60292.04211
52.000429,30,24.51188109,5.515173246,7,20.38,139.342,17.747,135.7638,11978,2.007893048,0.209633617,30,2.1144082,11.36459483,30.80035372,1.977346625,3.609920949,1577.192011,38.60771719,1212.759131,11.20543754,842.6854217,130.7442066,49.21862741,135.2550097,3642.073461,59803.44756
52.505349,30,24.82153429,5.584845216,7,21.877,136.217,17.566,134.3799,13272,2.009770518,0.204127184,30,1.909228748,11.42393142,30.97444647,1.75757854,3.59322041,1583.138331,37.73109888,1217.300514,10.98083275,846.1366186,131.4637806,48.75481756,135.7968221,3655.467981,60415.48016
53.010269,30,24.94770749,5.613234186,7,20.272,133.834,17.123,130.9902,12452,2.012029216,0.198457995,30,1.707097962,11.44013434,31.15924707,1.533626575,3.581844526,1589.988124,36.83737266,1222.517508,10.75180304,850.0777079,132.2594758,48.28600584,136.4112475,3670.881817,59840.53189
52.606333,30,25.00477693,5.62607481,7,21.441,131.837,17.031,130.2864,13453,2.014688928,0.192606967,30,1.495495827,11.42736778,31.34899847,1.297309276,3.574308943,1597.564939,35.91644289,1228.257558,10.51248035,854.4114173,133.1237109,47.77597255,137.0832753,3687.886962,60002.64113
53.086007,30,24.96204447,5.616460006,7,21.895,131.328,17.025,130.23975,13815,2.017787899,0.186788973,30,1.296193226,11.36406751,31.53936247,1.066106708,3.573674162,1605.765966,35.0047317,1234.451622,10.27495039,859.074778,134.0315518,47.25771494,137.8011368,3706.250731,60368.4997
52.606333,30,24.88022693,5.59805106,7,21.843,131.113,16.995,130.0125,13803,2.021382452,0.181049677,30,1.107369114,11.25649896,31.72445011,0.843182866,3.57941255,1614.273398,34.10292556,1240.846445,10.03842912,863.8924582,134.9537785,46.71312781,138.5372222,3725.218988,60353.11516
52.656825,30,24.71873825,5.561716107,7,19.724,129.632,16.595,126.9525,12514,2.025739784,0.175392888,30,0.925680008,11.1173601,31.8978383,0.632766224,3.590153801,1622.654487,33.20225773,1247.093172,9.799538226,868.6264826,135.8508635,46.11349289,139.2540544,3743.751774,59291.26513
52.682071,30,24.59411391,5.53367563,7,19.397,127.223,16.291,124.6269,12542,2.030771971,0.169840972,30,0.75665753,10.95220821,32.05478232,0.448812198,3.605309065,1630.496678,32.29881504,1252.861909,9.558691259,873.047384,136.6759122,45.44767032,139.9149503,3760.842388,58863.31184
52.404365,30,24.47942165,5.507869872,7,18.065,124.57,15.848,121.23945,11865,2.03613067,0.164515594,30,0.616171002,10.75106993,32.19357964,0.312896365,3.626106691,1637.559174,31.4125677,1257.97597,9.326495561,877.0175009,137.3897017,44.74820993,140.4984189,3775.92215,58422.09154
52.151905,30,24.21330505,5.447993637,7,18.032,122.009,15.56,119.03475,12118,2.041340346,0.159441108,30,0.504764537,10.52065673,32.31375141,0.224446209,3.651688137,1643.618532,30.54601815,1262.264456,9.106182966,880.412126,137.9760276,44.02313594,140.9866046,3788.49765,58558.41761
52.061009,30,24.04400289,5.409900651,7,17.431,119.832,15.252,116.67405,11906,2.046028682,0.154674031,30,0.422352067,10.26441044,32.41603175,0.170988302,3.681692151,1648.604918,29.71150749,1265.687603,8.901591161,883.1942244,138.4435636,43.28976014,141.3759543,3798.494151,58752.01311
52.444756,30,24.02832276,5.406372621,7,17.354,117.937,15.032,114.99705,12059,2.05005706,0.15019253,30,0.361822021,9.994464705,32.50164288,0.137695185,3.714550152,1652.517188,28.90739389,1268.250224,8.710010191,885.3673695,138.8083508,42.54586283,141.6689836,3805.968235,59142.12586
52.757809,30,24.15801089,5.435552451,7,17.689,116.835,14.947,114.3453,12446,2.053331107,0.146003271,30,0.31938224,9.716632834,32.57214347,0.117436846,3.749397129,1655.466608,28.13925229,1270.051516,8.530097503,886.9985994,139.0881408,41.79812868,141.8776511,3811.22845,59888.784
53.161745,30,24.51241145,5.515292577,7,18.368,116.724,15.01,114.828,12982,2.055852137,0.142102236,30,0.290760384,9.436345935,32.62914609,0.105635013,3.785365675,1657.602772,27.41077955,1271.219708,8.359035156,888.1775073,139.3010322,41.04861566,142.0169708,3814.657323,60889.10036
53.515189,30,24.95082069,5.613934656,7,18.373,116.978,15.039,115.04835,12956,2.057808155,0.138452826,30,0.271030784,9.16100903,32.67399121,0.098758815,3.821352589,1659.074927,26.71875635,1271.874056,8.192854247,888.9913542,139.463386,40.29183809,142.1011287,3816.610186,61540.24773
54.424045,30,25.33702445,5.700830502,7,18.087,116.911,15,114.7485,12745,2.059450126,0.134983771,30,0.255491043,8.899885229,32.70768154,0.094293415,3.856073411,1660.00965,26.05228768,1272.10365,8.027687859,889.5093686,139.5876486,39.51760876,142.1411369,3817.357968,61848.84698
55.151135,30,25.87738335,5.822411254,7,19.31,117.556,15.207,116.3358,13597,2.060808643,0.131694686,30,0.243941131,8.654327803,32.73052968,0.09162157,3.889324068,1660.48937,25.41335256,1271.97403,7.864391818,889.7764633,139.6809454,38.72953304,142.1443227,3817.095672,62907.0809
57.130437,30,26.56143477,5.976322824,7,20.389,119.384,15.53,118.80675,14171,2.061795189,0.128645417,30,0.237799969,8.421179635,32.74226817,0.09065292,3.921491045,1660.534035,24.81454144,1271.514432,7.70616674,889.8072312,139.745129,37.93699702,142.1133934,3815.903121,64147.3975
63.406603,30,29.69733363,6.681900067,7,25.748,121.592,16.371,125.2389,17637,2.062173753,0.125939502,30,0.239613907,8.195960999,32.74107833,0.091927646,3.953196814,1660.113366,24.27618779,1270.722575,7.558475327,889.590824,139.7777422,37.15327316,142.0473314,3813.763427,67724.61658
77.852424,30,35.57776504,8.004997134,7,27.434,129.566,17.444,133.4496,17635,2.061801456,0.123713572,30,0.250979601,7.977502713,32.72245406,0.095635679,3.98475682,1659.158714,23.82417953,1269.568674,7.42761555,889.0970545,139.7737104,36.38919675,141.9424377,3810.581103,69596.15849
92.899092,30,41.50136732,9.337807647,7,38.139,139.287,19.714,150.8121,22461,2.0607096,0.122021031,30,0.270924766,7.777217974,32.67903401,0.102185494,4.015092582,1657.578361,23.46770319,1267.972904,7.317631758,888.2695469,139.7237015,35.64270607,141.7908943,3806.135677,74629.14299
104.007371,30,46.38140691,10.43581656,7,50.426,153.938,22.707,173.7093,26276,2.05791867,0.121353951,30,0.31696351,7.583870348,32.59245663,0.117335017,4.046550823,1654.987645,23.29661891,1265.7084,7.253745225,886.9114361,139.5953654,34.96525543,141.5649849,3799.741253,80820.9535
123.371131,30,53.14846651,11.95840497,7,54.355,171.093,25.05,191.631,25598,2.05348836,0.121855976,30,0.38900022,7.433411022,32.44548667,0.144145236,4.075406531,1650.825953,23.32916151,1262.302249,7.243535547,884.6978169,139.3363997,34.34031288,141.2161598,3790.054994,82836.50144
137.50893,30,57.6512553,12.97153245,7,64.853,185.275,27.792,212.6088,27780,2.047726549,0.123705449,30,0.494933626,7.366688932,32.22317627,0.192943228,4.097144542,1644.251156,23.58465996,1257.051784,7.297101351,881.1394346,138.863861,33.77032122,140.670755,3775.06037,86328.27623
149.77352,30,61.4852892,13.83419007,7,75.754,200.681,30.715,234.96975,29551,2.03962536,0.127631724,30,0.68541857,7.388845761,31.90784863,0.300110474,4.111787227,1633.907185,24.17646836,1248.937845,7.451635203,875.4778021,138.0343576,33.35902799,139.8133655,3751.742975,90440.27949
156.0143,30,63.191833,14.21816243,7,88.949,214.334,33.698,257.79045,31861,2.029423999,0.134338819,30,1.033681386,7.498208223,31.49394469,0.537665782,4.119358459,1618.622244,25.20501289,1237.039816,7.74269779,867.0344981,136.6826266,33.25073422,138.5369872,3717.337933,95311.21824
154.66113,30,62.7415873,14.11685715,7,96.678,230.083,36.307,277.74705,32171,2.018897061,0.144535853,30,1.643707061,7.661384152,30.98715505,1.01541061,4.12325773,1597.988129,26.76770171,1221.006591,8.205095869,855.5370726,134.6687582,33.62924029,136.7903455,3670.684045,98557.28757
145.74417,30,59.0253957,13.28071404,7,102.536,243.93,38.496,294.4959,32180,2.010336076,0.158431591,30,2.589045,7.828403672,30.41630451,1.802289472,4.128249991,1573.030141,28.87657291,1201.572245,8.840721468,841.5047489,132.0060747,34.59730398,134.6396401,3613.852704,100829.3004
133.19189,30,53.6271069,12.06609906,7,106.178,255.77,40.216,307.6554,31869,2.00450722,0.175906528,30,3.884896908,7.946092706,29.8201994,2.884271643,4.139669657,1545.539558,31.49316307,1180.087508,9.631841581,825.8923198,128.8488567,36.15620717,132.2214612,3550.84492,102264.8208
123.254989,30,50.82939869,11.4366147,7,95.513,269.734,40.583,310.45995,28047,2.00113886,0.195737603,30,5.390277919,8.025828784,29.25146266,4.132193637,4.153887738,1518.106459,34.41407382,1158.527685,10.50134436,810.1296843,125.5214069,38.10620606,129.7605547,3487.599099,98987.74602
114.893493,30,47.99922053,10.79982462,7,91.175,273.186,40.485,309.70725,26695,1.999253909,0.215939662,30,6.87394174,8.119317891,28.75459969,5.367972025,4.16229865,1493.149943,37.33342793,1138.778967,11.33646103,795.6023809,122.3804086,40.13786604,127.4844772,3429.748341,96288.63327
105.67362,30,44.8553202,10.09244705,7,90.707,271.839,40.283,308.1642,26690,1.998173073,0.235914291,30,8.261148192,8.204827285,28.33370445,6.534670614,4.167847284,1471.392096,40.18150811,1121.455699,12.10552085,782.7438374,119.5355921,42.16905349,125.4628525,3379.073745,95062.09068
98.50373,30,42.1728033,9.488880743,7,86.229,271.755,39.776,304.2864,25572,1.997530551,0.255040985,30,9.485580152,8.278850174,27.98530613,7.596316209,4.171314252,1453.473123,42.8987361,1107.093185,12.78078401,771.9512826,117.0727776,44.14907673,123.7609768,3337.138982,92982.9345
91.485316,30,40.37389036,9.084125331,7,85.708,271.04,39.639,303.2361,25496,1.996991574,0.272714199,30,10.49701549,8.354630834,27.69922217,8.528845883,4.171574332,1439.859372,45.43059551,1096.08584,13.34513945,763.5331995,115.0558211,46.04184873,122.4311604,3305.106966,91689.3712
88.758735,30,38.74120935,8.716772104,7,74.128,271.535,38.407,293.81355,22401,1.996594004,0.288426361,30,11.27387277,8.444528687,27.4647963,9.318532392,4.167654549,1430.633433,47.7320369,1088.525068,13.79812228,757.5801685,113.5087058,47.81887947,121.49044,3283.245064,87947.34472
87.142991,30,38.64248711,8.6945596,7,87.453,263.672,39.014,298.45635,26555,1.995846519,0.302143017,30,11.83913147,8.536961178,27.27312876,9.974421503,4.16165375,1425.473157,49.81378675,1084.177057,14.16340694,753.9331383,112.3989082,49.49071136,120.913355,3270.858695,90287.12682
86.794591,30,37.84468311,8.5150537,7,85.832,266.445,39.142,299.43555,25905,1.995237345,0.315115415,30,12.30039376,8.555611426,27.10944122,10.57097109,4.164445973,1423.945799,51.89170693,1082.706059,14.51463736,752.310954,111.616634,51.22646371,120.6485929,3266.97481,90946.21657
87.203571,30,37.06436891,8.339483005,7,80.16,267.819,38.664,295.78185,24310,1.994470424,0.326226274,30,12.57737098,8.569241532,26.97595043,11.03773283,4.166990357,1425.840988,53.79322411,1083.952643,14.82291058,752.6464761,111.2108704,52.84679962,120.6945332,3271.134113,89594.10962
88.516376,30,37.13070296,8.354408166,7,76.218,265.864,38.009,290.7696,23404,1.9936141,0.335311562,30,12.66695809,8.601366305,26.8690947,11.35532475,4.16647439,1430.372614,55.47155996,1087.30601,15.09450647,754.5147679,111.1340831,54.27772446,120.9870355,3281.527866,88453.08665
89.339393,30,36.13244953,8.129801145,7,65.424,263.151,36.508,279.28845,20560,1.992895182,0.342236668,30,12.58112936,8.663452512,26.79206352,11.51727132,4.161202261,1436.487906,56.86769781,1091.947352,15.32693109,757.3397301,111.3061379,55.46410791,121.4359432,3295.692237,85579.76225
88.809227,30,35.63617067,8.018138401,7,57.193,253.853,34.561,264.3894,18732,1.992242124,0.346634744,30,12.32284687,8.778689088,26.75186861,11.51768916,4.147603394,1443.178405,57.87717849,1097.090672,15.49918854,760.5803263,111.6546244,56.34730987,121.9571124,3311.240789,82719.49974
84.719362,30,35.19709402,7.919346155,7,76.515,243.929,35.605,272.3775,25320,1.9913154,0.349799042,30,11.99645289,8.866132687,26.74638946,11.44189683,4.136255795,1450.158022,58.69477387,1102.507331,15.65646938,764.0272833,112.0699101,57.13144419,122.5091773,3327.469145,87724.66007
80.138708,30,34.39841068,7.739642403,7,70.05,248.609,35.407,270.86055,23046,1.990867098,0.352991648,30,11.69321628,8.847880452,26.76969381,11.37364212,4.137534641,1457.655567,59.54415257,1108.370433,15.84971043,767.755279,112.4808251,58.05028655,123.0971614,3344.885142,88072.31555
77.690847,30,34.11776087,7.676496196,7,64.178,247.734,34.657,265.1253,21357,1.990255005,0.354872626,30,11.32404226,8.84815006,26.8139978,11.24914162,4.135362358,1465.552252,60.19549663,1114.5826,16.02039363,771.7605895,112.9521721,58.9333743,123.7319418,3363.218045,86214.97391
76.630515,30,34.65943315,7.798372459,7,66.787,243.61,34.489,263.83785,22487,1.98953256,0.355883257,30,10.91490323,8.861057009,26.86799546,11.08461117,4.131157874,1473.866759,60.71855439,1121.156516,16.18192503,776.041261,113.4712585,59.82361038,124.4119139,3382.535178,86749.69138
77.206129,30,34.60196809,7.785442821,7,53.093,242.491,32.843,251.2467,18221,1.989187176,0.35603573,30,10.47495893,8.888204179,26.9309065,10.87699876,4.124789841,1482.147476,61.09715008,1127.740342,16.32351767,780.3514611,114.0106874,60.68162761,125.0971468,3401.793263,83320.12707
78.276562,30,34.27147602,7.711082105,7,48.589,232.067,31.184,238.5576,17442,1.988789499,0.354598568,30,9.963904344,8.984958686,27.00647232,10.58399693,4.108778693,1489.675286,61.17097364,1133.767422,16.39583257,784.3292915,114.5705553,61.33322132,125.7338169,3419.314761,80906.79952
81.154606,30,34.83812126,7.838577284,7,51.669,222.927,30.511,233.4069,19246,1.988480159,0.352386605,30,9.444832538,9.083911487,27.09712214,10.25336243,4.091855762,1496.422969,61.07346439,1139.212766,16.42831297,787.9251295,115.1007312,61.88700688,126.3076224,3435.020223,81680.21197
85.628218,30,35.93753778,8.085946001,7,50.501,218.476,29.886,228.63015,19197,1.988396901,0.349862581,30,8.958826072,9.143197125,27.20451881,9.921050449,4.079368035,1502.57371,60.89268949,1144.215082,16.44287697,791.2170516,115.5811492,62.43051712,126.827534,3449.317129,81998.80092
85.305064,30,35.88369944,8.073832374,7,51.124,215.949,29.675,227.01225,19637,1.988301356,0.346935409,30,8.500098029,9.179457198,27.32437461,9.588639356,4.069283513,1508.455642,60.62621398,1149.021923,16.4397037,794.3866024,116.0427494,62.96443074,127.3244091,3462.964171,82295.72457
83.204589,30,35.09904469,7.897285056,7,49,214.119,29.235,223.65075,19014,1.988263185,0.343690802,30,8.071985916,9.199175566,27.44951628,9.26303453,4.061111776,1514.484506,60.30577345,1153.953714,16.42920458,797.6577117,116.5151816,63.51595927,127.8349348,3476.938246,81848.12218
77.408097,30,33.65456337,7.572276759,7,46.94,211.29,28.692,219.4953,18480,1.988208129,0.339986636,30,7.662835217,9.223273183,27.57543518,8.93517626,4.052347487,1520.789537,59.91102399,1159.110805,16.40632096,801.1097589,117.0238082,64.05540064,128.3736244,3491.556909,81062.1301
75.842832,30,33.36447272,7.507006362,7,45.213,206.648,27.985,214.08225,18208,1.988166587,0.335832316,30,7.273769099,9.254793555,27.70080666,8.604420317,4.042667571,1527.242665,59.43705961,1164.395184,16.36760806,804.6765429,117.5635725,64.56533742,128.9300057,3506.534356,80423.44032
74.540141,30,33.34657861,7.502980188,7,45.476,203.928,27.712,211.9938,18547,1.988135545,0.331345638,30,6.913199919,9.286135497,27.8256344,8.277025697,4.033061709,1533.5946,58.8936123,1169.61322,16.31211068,808.2206415,118.1114711,65.04197646,129.4813768,3521.295385,80368.02962
76.29726,30,34.2772446,7.712380035,7,45.367,202.095,27.496,210.3429,18666,1.988160338,0.326694462,30,6.589642853,9.308227417,27.9487752,7.961361761,4.024768653,1539.627278,58.30182895,1174.593069,16.24194022,811.6180244,118.643539,65.49000746,130.0072635,3535.334262,80365.92157
78.609804,30,35.25937484,7.933359339,7,45.055,200.656,27.301,208.85415,18670,1.988227304,0.321957435,30,6.299260693,9.324283905,28.06738102,7.656753547,4.017521816,1545.199506,57.67083452,1179.21965,16.15621539,814.7888801,119.1506023,65.89489615,130.4954215,3548.326631,80230.98919
82.225052,30,36.37702892,8.184831507,7,44.733,199.403,27.126,207.5154,18654,1.988336163,0.31721367,30,6.037084773,9.337543598,28.17824672,7.360875971,4.011091022,1550.263644,57.01374703,1183.451294,16.05631816,817.7032159,119.6313423,66.24449576,130.9416056,3560.167561,80048.89287
81.083925,30,38.17713925,8.589856332,7,56.415,199.337,28.417,217.3893,23137,1.988160093,0.312925276,30,5.837090491,9.31178419,28.27765341,7.101906555,4.010438068,1554.880555,56.41493318,1187.340031,15.9673996,820.3737464,120.0598557,66.61441486,131.3453783,3571.000643,83928.07553
80.881957,30,38.14727397,8.583136644,7,56.515,205.917,29.159,223.0671,22509,1.988141832,0.309602355,30,5.738079621,9.213597502,28.35725568,6.914609918,4.020356422,1559.067833,55.97130181,1190.905731,15.91926515,822.787526,120.4017366,67.09267804,131.7030602,3580.874241,85168.0489
80.619396,30,35.70893716,8.034510861,7,56.336,210.193,29.614,226.54935,22031,1.988009263,0.306761382,30,5.673184249,9.124277388,28.4073297,6.747401217,4.030733709,1562.566369,55.58887081,1193.92979,15.87878656,824.8260373,120.6925183,67.52835701,132.0027545,3589.213752,84982.86982
86.335106,30,37.76344626,8.496775409,7,58.428,213.092,30.169,230.7921,22489,1.987832302,0.304537061,30,5.644915729,9.050471492,28.42253435,6.598804636,4.04102168,1565.063482,55.28115338,1196.168889,15.84669375,826.3152388,120.9086641,67.90593309,132.2172318,3595.309766,85522.4236
87.344959,30,37.45402239,8.427155038,7,49.053,215.986,29.449,225.28335,18876,1.987981706,0.302721958,30,5.631547081,9.013053827,28.40795702,6.448603031,4.048216202,1566.127562,54.99846981,1197.282807,15.80402772,827.0276285,121.0356945,68.15668605,132.3113943,3598.159391,82673.02196
89.011195,30,38.19763595,8.594468089,7,53.236,212.866,29.567,226.1868,20674,1.987976078,0.300977001,30,5.602166575,9.031062339,28.37582877,6.27271044,4.04915411,1565.551762,54.67001653,1197.103503,15.72841654,826.8612746,121.0788253,68.21539685,132.2695884,3597.261614,82966.77654
93.454504,30,40.71777184,9.161498664,7,63.453,213.65,30.789,235.53735,24145,1.987939712,0.300203474,30,5.650960531,9.005536532,28.32852795,6.152598672,4.056573112,1563.33738,54.45835504,1195.651034,15.67549731,825.7740152,120.9534961,68.2916758,132.0776128,3592.592671,86678.42578
98.337096,30,42.51798416,9.566546436,7,60.41,220.002,31.157,238.3503,22518,1.988101766,0.300470781,30,5.778841542,8.932923975,28.26711413,6.102866704,4.070753631,1559.805034,54.39034162,1193.172617,15.65725096,823.9325366,120.6688939,68.44182154,131.762312,3584.880489,86816.44691
100.674886,30,43.25224006,9.731754014,7,61.911,222.34,31.583,241.61295,22803,1.988091617,0.301208259,30,5.918854413,8.877224728,28.19198964,6.079751653,4.083266033,1555.66103,54.386055,1190.204834,15.65235025,821.7430444,120.3219284,68.60053916,131.3934068,3575.767176,87090.30848
104.108355,30,44.68618955,10.05439265,7,59.52,224.886,31.601,241.7454,21780,1.98813495,0.302464192,30,6.079230821,8.830883746,28.10295495,6.089086066,4.095128275,1551.332745,54.46865668,1187.088478,15.67210946,819.4345549,119.9384681,68.81200324,131.0066774,3566.252524,86650.64173
107.385304,30,44.95747984,10.11543297,7,51.651,225.05,30.745,235.19625,19067,1.988287722,0.303618827,30,6.216119738,8.827309863,28.01249814,6.090277142,4.101323764,1547.086381,54.53666793,1184.028911,15.68745143,817.175002,119.5773846,68.99577511,130.6306993,3556.946212,84105.24497
108.985903,30,45.77930663,10.30034399,7,72.083,220.693,32.531,248.8599,26211,1.987878332,0.305047432,30,6.381863565,8.815300572,27.92613314,6.12069135,4.108237199,1542.859432,54.64930527,1180.988906,15.71856328,814.9138072,119.1963259,69.24282075,130.2529731,3547.685392,89813.86285
109.485779,30,45.18217459,10.16598928,7,68.088,229.788,33.097,253.1943,24096,1.987836171,0.307802554,30,6.684707433,8.705722223,27.83743547,6.27306957,4.127728752,1538.550485,54.99466646,1177.903656,15.82440763,812.5501007,118.6976033,69.77517053,129.8512643,3538.219016,90962.03184
108.3901,30,45.276901,10.18730273,7,65.824,233.33,33.239,254.2806,23071,1.987551971,0.310622473,30,6.995614502,8.622437999,27.74980164,6.446925912,4.143420408,1534.667758,55.36616253,1175.141533,15.9398646,810.4146802,118.2181907,70.37880843,129.4877743,3529.733494,90296.08581
106.594592,30,45.03116232,10.13201152,7,63.988,234.546,33.17,253.7535,22388,1.987232121,0.31352436,30,7.312859749,8.568825324,27.65940528,6.634508065,4.155171947,1531.2446,55.76695772,1172.732099,16.0665169,808.5262387,117.766614,71.04430849,129.165493,3522.325167,89854.87786
104.184093,30,44.01176653,9.90264747,7,49.154,234.201,31.484,240.85185,17483,1.987215554,0.315807588,30,7.57909395,8.576413432,27.57924707,6.779829198,4.158288743,1528.166005,56.07165123,1170.585024,16.16455328,806.8484828,117.3845415,71.63666851,128.8802007,3515.72567,85308.14986
101.078822,30,44.37347062,9.984030887,7,72.372,225.584,33.106,253.2624,25814,1.986538332,0.317631478,30,7.816170508,8.606005799,27.51856732,6.896523787,4.157449842,1525.221955,56.29331429,1168.542756,16.23666835,805.2588835,117.0393158,72.18035125,128.6086077,3509.425063,90986.91228
98.31185,30,43.1877885,9.717252413,7,66.462,233.572,33.337,255.0288,23248,1.986483473,0.320501388,30,8.165920043,8.53018066,27.46996433,7.111731648,4.169545845,1522.289641,56.69845022,1166.521857,16.36390642,803.6224167,116.5968377,72.9764268,128.3201798,3503.103147,91760.31521
93.434315,30,41.61236115,9.362781259,7,69.61,234.906,33.835,258.8385,24098,1.986078952,0.323174094,30,8.488211061,8.46862123,27.4314484,7.31838027,4.179109675,1519.95332,57.09033855,1164.954787,16.48170879,802.3127976,116.2041724,73.79963961,128.0840872,3498.139529,92397.76092
