Ss,Si,Snh,Spo4,Shco,Xi,Xs,Xh,Xtss,Fr,So_e,Ss_e,Si_e,Snh_e,Sno_e,Sn_e,Spo4_e,Shco_e,Xi_e,Xs_e,Xh_e,Xsto_e,Xpaoi_e,Xpp_e,Xpha_e,Xa_e,Xtss_e,Fr_e
114.893493,30,47.99922053,10.79982462,7,91.175,273.186,40.485,309.70725,26695,2.100885517,0.192699883,30,4.977487198,9.326217706,28.75719414,4.516963305,4.034782931,1505.327357,32.91939073,1098.16213,9.689598895,852.7705791,128.4329568,30.3473367,123.6138227,3459.648116,78402.46157
105.67362,30,44.8553202,10.09244705,7,90.707,271.839,40.283,308.1642,26690,2.00893311,0.212159181,30,6.441657749,9.400852393,28.23857421,5.74855387,4.045571047,1480.99073,35.62842935,1079.979186,10.51401741,837.6661273,125.2826101,32.65483752,121.4985748,3403.268381,77039.53993
98.50373,30,42.1728033,9.488880743,7,86.229,271.755,39.776,304.2864,25572,1.949536928,0.23286017,30,7.976843227,9.410489323,27.74897422,7.020772282,4.063627266,1458.433028,38.48460045,1063.075057,11.35548416,823.474582,122.2130712,35.20422362,119.4921806,3350.820088,77039.03061
91.485316,30,40.37389036,9.084125331,7,85.708,271.04,39.639,303.2361,25496,1.911088791,0.253297545,30,9.416093307,9.399837143,27.31266629,8.227336133,4.081998345,1439.207174,41.29092125,1048.606711,12.13608127,811.1614832,119.4530436,37.78406233,117.741808,3305.928012,75926.91531
88.758735,30,38.74120935,8.716772104,7,74.128,271.535,38.407,293.81355,22401,1.881852483,0.273096674,30,10.71084861,9.362827658,26.93134076,9.339657939,4.101504383,1423.960031,44.02931261,1037.07914,12.84458072,801.1397756,117.0859338,40.33948749,116.3092139,3270.17522,75858.73438
87.142991,30,38.64248711,8.6945596,7,87.453,263.672,39.014,298.45635,26555,1.860251703,0.28993904,30,11.6835894,9.385233247,26.62649664,10.22963533,4.10993738,1413.613649,46.39291224,1029.200708,13.39656224,794.0553415,115.3165226,42.57151038,115.3006167,3245.768922,72764.74496
86.794591,30,37.84468311,8.5150537,7,85.832,266.445,39.142,299.43555,25905,1.832063553,0.306947511,30,12.58081501,9.30106647,26.35843554,11.07783435,4.131113179,1407.300283,48.87873491,1024.34339,13.95278788,789.3009477,113.8977209,44.89224881,114.6116537,3230.771038,76932.16863
87.203571,30,37.06436891,8.339483005,7,80.16,267.819,38.664,295.78185,24310,1.803037537,0.321251057,30,13.20265988,9.232125778,26.15322781,11.72949842,4.147852474,1405.518086,51.07983569,1022.894379,14.4102765,787.2877835,113.0230922,46.92475392,114.3185175,3226.374347,76272.0871
88.516376,30,37.13070296,8.354408166,7,76.218,265.864,38.009,290.7696,23404,1.774252658,0.332458338,30,13.5394814,9.207288543,26.00400029,12.16439556,4.156775127,1407.581498,52.93132281,1024.355127,14.77023646,787.6407116,112.6557992,48.59511236,114.3721285,3231.02291,74663.32625
89.339393,30,36.13244953,8.129801145,7,65.424,263.151,36.508,279.28845,20560,1.745186311,0.341190812,30,13.65206572,9.208994138,25.89677008,12.42077414,4.160864611,1412.518557,54.5066217,1028.002766,15.07056373,789.7698692,112.6749134,49.97045789,114.6867287,3242.456595,73749.3012
88.809227,30,35.63617067,8.018138401,7,57.193,253.853,34.561,264.3894,18732,1.71981951,0.346920136,30,13.53526687,9.277936006,25.82996404,12.48604827,4.154731341,1419.113078,55.6795785,1032.93406,15.29018898,792.9856906,112.9927555,50.98552383,115.1673943,3257.814682,70897.86189
84.719362,30,35.19709402,7.919346155,7,76.515,243.929,35.605,272.3775,25320,1.697898683,0.350406258,30,13.2608258,9.384452659,25.79614744,12.41607846,4.142458704,1426.504327,56.53299995,1038.50285,15.45593343,796.755059,113.4818938,51.75682245,115.7338497,3275.054518,69071.38097
80.138708,30,34.39841068,7.739642403,7,70.05,248.609,35.407,270.86055,23046,1.66865635,0.355202201,30,13.04905464,9.324343333,25.77631216,12.39907403,4.151710871,1435.000508,57.6416194,1044.926808,15.72115019,801.1142139,113.9617114,52.79081766,116.3715712,3294.866252,75675.04874
77.690847,30,34.11776087,7.676496196,7,64.178,247.734,34.657,265.1253,21357,1.644170132,0.357769805,30,12.71584532,9.307822253,25.79274858,12.27466351,4.153547625,1443.552032,58.40252841,1051.440905,15.92039254,805.6009904,114.5230544,53.65045628,117.0332437,3314.795383,73385.70022
76.630515,30,34.65943315,7.798372459,7,66.787,243.61,34.489,263.83785,22487,1.623067997,0.358725644,30,12.29584372,9.328113279,25.83481683,12.06970207,4.149366178,1452.242449,58.91099069,1058.101508,16.07265795,810.2462703,115.1474814,54.41109007,117.7218108,3335.054235,71686.54508
77.206129,30,34.60196809,7.785442821,7,53.093,242.491,32.843,251.2467,18221,1.601227217,0.359413561,30,11.86851189,9.31742413,25.89022117,11.85105066,4.14869764,1461.267917,59.38892415,1065.047832,16.23780412,815.1121848,115.7774899,55.26035244,118.4394855,3356.102331,72816.40674
78.276562,30,34.27147602,7.711082105,7,48.589,232.067,31.184,238.5576,17442,1.586260454,0.358019776,30,11.34084321,9.401815803,25.9622826,11.53058052,4.134786031,1469.696354,59.5038463,1071.582928,16.31747675,819.7309485,116.4486252,55.90355033,119.1289496,3375.770381,68541.39654
81.154606,30,34.83812126,7.838577284,7,51.669,222.927,30.511,233.4069,19246,1.574543884,0.355966195,30,10.79738759,9.496491255,26.0427365,11.17909886,4.119196871,1477.587802,59.48451481,1077.74351,16.37080255,824.0803834,117.0893169,56.52112831,119.7788675,3394.19043,67768.30897
85.628218,30,35.93753778,8.085946001,7,50.501,218.476,29.886,228.63015,19197,1.563006138,0.354147575,30,10.30208468,9.53447886,26.12992398,10.84973101,4.110773884,1484.978673,59.47893968,1083.555107,16.43887442,828.1444162,117.6454702,57.24872988,120.380613,3411.43286,69583.39161
85.305064,30,35.88369944,8.073832374,7,51.124,215.949,29.675,227.01225,19637,1.554037363,0.35183779,30,9.822504393,9.559432749,26.22918415,10.51003444,4.103472162,1491.701215,59.36191173,1088.890256,16.48087306,831.8544528,118.1511434,57.96337905,120.9277538,3427.107439,69536.42518
83.204589,30,35.09904469,7.897285056,7,49,214.119,29.235,223.65075,19014,1.546473533,0.34919895,30,9.370735372,9.563140344,26.33966431,10.16914388,4.098402345,1498.069748,59.17170621,1093.980199,16.50504761,835.3867786,118.6275788,58.68445865,121.4451293,3441.952936,69977.45813
77.408097,30,33.65456337,7.572276759,7,46.94,211.29,28.692,219.4953,18480,1.540836012,0.34591661,30,8.927699578,9.574435259,26.45979163,9.810608755,4.091861726,1504.314852,58.864869,1098.99211,16.49772349,838.8884362,119.1205838,59.35287829,121.9567133,3456.518371,69352.28069
75.842832,30,33.36447272,7.507006362,7,45.213,206.648,27.985,214.08225,18208,1.536515016,0.342085239,30,8.499597677,9.593455935,26.58554961,9.441547752,4.0840323,1510.605928,58.46228861,1104.049532,16.46602602,842.455324,119.6418764,59.97829909,122.4766417,3471.2046,68817.92204
74.540141,30,33.34657861,7.502980188,7,45.476,203.928,27.712,211.9938,18547,1.532998839,0.337849597,30,8.097335511,9.614395939,26.71326296,9.073557099,4.07584465,1516.924111,57.98633811,1109.137007,16.41703133,846.0727716,120.1823607,60.57710154,123.0024852,3485.969647,68547.83512
76.29726,30,34.2772446,7.712380035,7,45.367,202.095,27.496,210.3429,18666,1.529520788,0.333452184,30,7.738208501,9.622656869,26.83970839,8.723617406,4.069352301,1523.155654,57.47276183,1114.169649,16.36046974,849.6674401,120.7181334,61.17930411,123.5225551,3500.548729,68890.96176
78.609804,30,35.25937484,7.933359339,7,45.055,200.656,27.301,208.85415,18670,1.526604909,0.328890974,30,7.418026879,9.624411426,26.96265725,8.389527126,4.063859718,1529.103795,56.91425517,1118.997981,16.2900523,853.1275657,121.239685,61.75898393,124.0213549,3514.489688,69012.81359
82.225052,30,36.37702892,8.184831507,7,44.733,199.403,27.126,207.5154,18654,1.524679922,0.324214066,30,7.131715353,9.624002188,27.07962969,8.068067585,4.058946555,1534.632469,56.3146681,1123.516803,16.2025974,856.3733919,121.7413252,62.2938425,124.4879264,3527.48337,69019.15665
81.083925,30,38.17713925,8.589856332,7,56.415,199.337,28.417,217.3893,23137,1.523928597,0.319498559,30,6.875271208,9.623258874,27.18821159,7.756923917,4.054526825,1539.667982,55.68542829,1127.667394,16.09863207,859.3586786,122.2199105,62.76927229,124.9160115,3539.364377,69004.9627
80.881957,30,38.14727397,8.583136644,7,56.515,205.917,29.159,223.0671,22509,1.51674887,0.316065713,30,6.754444253,9.515648226,27.27955977,7.549690962,4.064924601,1544.393411,55.25779779,1131.602441,16.05722081,862.1348744,122.5884635,63.43963008,125.3050311,3550.545779,73496.78797
80.619396,30,35.70893716,8.034510861,7,56.336,210.193,29.614,226.54935,22031,1.511102574,0.312622621,30,6.645732904,9.429742323,27.35433045,7.338652029,4.073414144,1548.445434,54.80352832,1135.028758,15.99315307,864.5447335,122.9365213,63.99377728,125.6429354,3560.219061,72857.32077
86.335106,30,37.76344626,8.496775409,7,58.428,213.092,30.169,230.7921,22489,1.507210811,0.309428474,30,6.555125992,9.367718453,27.40409503,7.129441393,4.080183959,1551.718519,54.36445966,1137.864371,15.91764242,866.517204,123.2476232,64.44570682,125.9200262,3568.151955,72370.28398
87.344959,30,37.45402239,8.427155038,7,49.053,215.986,29.449,225.28335,18876,1.503352739,0.306935512,30,6.514788023,9.307500248,27.42078444,6.951392468,4.088515934,1553.955364,54.0106518,1139.919364,15.85568332,867.8838173,123.4689163,64.8632392,126.1105415,3573.743269,72824.51431
89.011195,30,38.19763595,8.594468089,7,53.236,212.866,29.567,226.1868,20674,1.506609157,0.304065086,30,6.424844655,9.342580547,27.41459396,6.719715892,4.085716589,1554.808445,53.54819915,1140.914815,15.73959749,868.4836936,123.6569175,65.02405918,126.1980536,3576.184877,69201.96774
93.454504,30,40.71777184,9.161498664,7,63.453,213.65,30.789,235.53735,24145,1.508475296,0.302374948,30,6.425446836,9.341511905,27.37491844,6.561125062,4.089347639,1554.124499,53.23752349,1140.760491,15.66406579,868.1621174,123.6664611,65.24861829,126.150211,3575.087772,71007.5466
98.337096,30,42.51798416,9.566546436,7,60.41,220.002,31.157,238.3503,22518,1.50562496,0.302328977,30,6.559798872,9.261293161,27.30210806,6.519001855,4.104895139,1551.769207,53.15423392,1139.366098,15.65639738,866.819384,123.4420309,65.64306343,125.9492309,3570.121669,74483.75572
100.674886,30,43.25224006,9.731754014,7,61.911,222.34,31.583,241.61295,22803,1.506317805,0.302333819,30,6.679631634,9.223590222,27.21909351,6.469039249,4.115351194,1548.278109,53.04496413,1137.109366,15.62634861,864.8265544,123.1487973,65.93366484,125.6573183,3562.54322,72844.93756
104.108355,30,44.68618955,10.05439265,7,59.52,224.886,31.601,241.7454,21780,1.507133024,0.302972992,30,6.830907846,9.186251803,27.12068125,6.455376895,4.126444963,1544.071105,53.02191857,1134.31326,15.6154012,862.4014862,122.7740423,66.25641776,125.3028576,3553.329196,73123.80495
107.385304,30,44.95747984,10.11543297,7,51.651,225.05,30.745,235.19625,19067,1.508970154,0.303781251,30,6.976915721,9.177858607,27.01452122,6.447941979,4.134060064,1539.610505,53.02082876,1131.319305,15.60746105,859.8263194,122.3825481,66.56639384,124.9285688,3543.550514,72093.97986
108.985903,30,45.77930663,10.30034399,7,72.083,220.693,32.531,248.8599,26211,1.514033041,0.304076255,30,7.069573656,9.234788085,26.91238836,6.403524635,4.132859111,1535.231676,52.93600651,1128.37281,15.57193209,857.3189886,122.0415531,66.78097131,124.5682675,3533.976035,69375.17934
109.485779,30,45.18217459,10.16598928,7,68.088,229.788,33.097,253.1943,24096,1.507144726,0.307032952,30,7.395022378,9.124828741,26.77965597,6.579342608,4.154616764,1530.358727,53.2824064,1125.085972,15.68770215,854.4166498,121.4534425,67.49886488,124.1381408,3523.224306,76530.48171
108.3901,30,45.276901,10.18730273,7,65.824,233.33,33.239,254.2806,23071,1.501518141,0.309453518,30,7.685465998,9.064072157,26.65979402,6.732134821,4.169107724,1525.859254,53.55010914,1122.070453,15.77708555,851.7501212,120.9246897,68.17805835,123.7444965,3513.335588,74398.76393
106.594592,30,45.03116232,10.13201152,7,63.988,234.546,33.17,253.7535,22388,1.496081429,0.311749645,30,7.971308604,9.033156485,26.54518147,6.885668069,4.179268366,1521.824066,53.81057577,1119.39732,15.86216677,849.3581797,120.4387014,68.88464427,123.391594,3504.533587,73362.99157
104.184093,30,44.01176653,9.90264747,7,49.154,234.201,31.484,240.85185,17483,1.48994348,0.314063567,30,8.265609714,9.022409359,26.43231308,7.050669975,4.186557045,1518.222061,54.08728076,1117.04313,15.95484199,847.2147577,119.9808916,69.64730957,123.075038,3496.741303,72674.29487
101.078822,30,44.37347062,9.984030887,7,72.372,225.584,33.106,253.2624,25814,1.489300961,0.314796181,30,8.434916212,9.125397939,26.34101961,7.102362057,4.177946817,1515.145711,54.11626677,1115.064593,15.96751376,845.4372008,119.6762281,70.17654956,122.8182224,3490.185213,67763.54455
98.31185,30,43.1877885,9.717252413,7,66.462,233.572,33.337,255.0288,23248,1.476989434,0.318550578,30,8.877139898,9.031510975,26.22242244,7.415451356,4.1958953,1511.793705,54.63606678,1112.899521,16.15481789,843.3642797,119.0966086,71.33643649,122.5034257,3482.899656,76110.45443
93.434315,30,41.61236115,9.362781259,7,69.61,234.906,33.835,258.8385,24098,1.467481308,0.321252395,30,9.24116407,8.991647169,26.12850215,7.660722781,4.205503702,1508.878212,54.99509677,1111.052739,16.28514528,841.5807281,118.6142164,72.37637471,122.2325582,3476.615228,73532.45558
